test,user,02179-000,testuser-66411602204@test.com,123,(11) 11111-1111,66411602204,MALE,APARTAMENTO
test,user,02179-000,testuser-31066706301@test.com,123,(11) 11111-1111,31066706301,FEMALE,APARTAMENTO
test,user,02179-000,testuser-00221561005@test.com,123,(11) 11111-1111,221561005,MALE,APARTAMENTO
test,user,02179-000,testuser-05005644695@test.com,123,(11) 11111-1111,5005644695,FEMALE,APARTAMENTO
test,user,02179-000,testuser-30848107373@test.com,123,(11) 11111-1111,30848107373,MALE,APARTAMENTO
test,user,02179-000,testuser-18301374250@test.com,123,(11) 11111-1111,18301374250,FEMALE,APARTAMENTO
test,user,02179-000,testuser-40140261591@test.com,123,(11) 11111-1111,40140261591,MALE,APARTAMENTO
test,user,02179-000,testuser-57086582158@test.com,123,(11) 11111-1111,57086582158,FEMALE,APARTAMENTO
test,user,02179-000,testuser-41707424004@test.com,123,(11) 11111-1111,41707424004,MALE,APARTAMENTO
test,user,02179-000,testuser-61668016451@test.com,123,(11) 11111-1111,61668016451,FEMALE,APARTAMENTO
test,user,02179-000,testuser-45414203253@test.com,123,(11) 11111-1111,45414203253,MALE,APARTAMENTO
test,user,02179-000,testuser-14653438307@test.com,123,(11) 11111-1111,14653438307,FEMALE,APARTAMENTO
test,user,02179-000,testuser-16084181384@test.com,123,(11) 11111-1111,16084181384,MALE,APARTAMENTO
test,user,02179-000,testuser-34807247441@test.com,123,(11) 11111-1111,34807247441,FEMALE,APARTAMENTO
test,user,02179-000,testuser-75412671802@test.com,123,(11) 11111-1111,75412671802,MALE,APARTAMENTO
test,user,02179-000,testuser-31263583067@test.com,123,(11) 11111-1111,31263583067,FEMALE,APARTAMENTO
test,user,02179-000,testuser-72608564836@test.com,123,(11) 11111-1111,72608564836,MALE,APARTAMENTO
test,user,02179-000,testuser-38556451403@test.com,123,(11) 11111-1111,38556451403,FEMALE,APARTAMENTO
test,user,02179-000,testuser-65134024502@test.com,123,(11) 11111-1111,65134024502,MALE,APARTAMENTO
test,user,02179-000,testuser-48180126102@test.com,123,(11) 11111-1111,48180126102,FEMALE,APARTAMENTO
test,user,02179-000,testuser-26830140749@test.com,123,(11) 11111-1111,26830140749,MALE,APARTAMENTO
test,user,02179-000,testuser-01236814649@test.com,123,(11) 11111-1111,1236814649,FEMALE,APARTAMENTO
test,user,02179-000,testuser-04281824456@test.com,123,(11) 11111-1111,4281824456,MALE,APARTAMENTO
test,user,02179-000,testuser-38085425866@test.com,123,(11) 11111-1111,38085425866,FEMALE,APARTAMENTO
test,user,02179-000,testuser-35311026057@test.com,123,(11) 11111-1111,35311026057,MALE,APARTAMENTO
test,user,02179-000,testuser-47727175609@test.com,123,(11) 11111-1111,47727175609,FEMALE,APARTAMENTO
test,user,02179-000,testuser-11626762643@test.com,123,(11) 11111-1111,11626762643,MALE,APARTAMENTO
test,user,02179-000,testuser-01022505378@test.com,123,(11) 11111-1111,1022505378,FEMALE,APARTAMENTO
test,user,02179-000,testuser-13885084783@test.com,123,(11) 11111-1111,13885084783,MALE,APARTAMENTO
test,user,02179-000,testuser-05664271680@test.com,123,(11) 11111-1111,5664271680,FEMALE,APARTAMENTO
test,user,02179-000,testuser-22745064002@test.com,123,(11) 11111-1111,22745064002,MALE,APARTAMENTO
test,user,02179-000,testuser-01385731079@test.com,123,(11) 11111-1111,1385731079,FEMALE,APARTAMENTO
test,user,02179-000,testuser-58314116211@test.com,123,(11) 11111-1111,58314116211,MALE,APARTAMENTO
test,user,02179-000,testuser-43073405402@test.com,123,(11) 11111-1111,43073405402,FEMALE,APARTAMENTO
test,user,02179-000,testuser-88451074340@test.com,123,(11) 11111-1111,88451074340,MALE,APARTAMENTO
test,user,02179-000,testuser-15376470679@test.com,123,(11) 11111-1111,15376470679,FEMALE,APARTAMENTO
test,user,02179-000,testuser-18375285781@test.com,123,(11) 11111-1111,18375285781,MALE,APARTAMENTO
test,user,02179-000,testuser-11241738700@test.com,123,(11) 11111-1111,11241738700,FEMALE,APARTAMENTO
test,user,02179-000,testuser-71402110359@test.com,123,(11) 11111-1111,71402110359,MALE,APARTAMENTO
test,user,02179-000,testuser-03447268603@test.com,123,(11) 11111-1111,3447268603,FEMALE,APARTAMENTO
test,user,02179-000,testuser-71743156740@test.com,123,(11) 11111-1111,71743156740,MALE,APARTAMENTO
test,user,02179-000,testuser-65065207798@test.com,123,(11) 11111-1111,65065207798,FEMALE,APARTAMENTO
test,user,02179-000,testuser-51283845865@test.com,123,(11) 11111-1111,51283845865,MALE,APARTAMENTO
test,user,02179-000,testuser-65407246163@test.com,123,(11) 11111-1111,65407246163,FEMALE,APARTAMENTO
test,user,02179-000,testuser-37381260662@test.com,123,(11) 11111-1111,37381260662,MALE,APARTAMENTO
test,user,02179-000,testuser-81536010162@test.com,123,(11) 11111-1111,81536010162,FEMALE,APARTAMENTO
test,user,02179-000,testuser-76143842370@test.com,123,(11) 11111-1111,76143842370,MALE,APARTAMENTO
test,user,02179-000,testuser-37067441048@test.com,123,(11) 11111-1111,37067441048,FEMALE,APARTAMENTO
test,user,02179-000,testuser-50375531050@test.com,123,(11) 11111-1111,50375531050,MALE,APARTAMENTO
test,user,02179-000,testuser-63547028108@test.com,123,(11) 11111-1111,63547028108,FEMALE,APARTAMENTO
test,user,02179-000,testuser-68741873092@test.com,123,(11) 11111-1111,68741873092,MALE,APARTAMENTO
test,user,02179-000,testuser-44630734139@test.com,123,(11) 11111-1111,44630734139,FEMALE,APARTAMENTO
test,user,02179-000,testuser-20220862605@test.com,123,(11) 11111-1111,20220862605,MALE,APARTAMENTO
test,user,02179-000,testuser-40276711203@test.com,123,(11) 11111-1111,40276711203,FEMALE,APARTAMENTO
test,user,02179-000,testuser-87451656292@test.com,123,(11) 11111-1111,87451656292,MALE,APARTAMENTO
test,user,02179-000,testuser-88372020167@test.com,123,(11) 11111-1111,88372020167,FEMALE,APARTAMENTO
test,user,02179-000,testuser-61026786134@test.com,123,(11) 11111-1111,61026786134,MALE,APARTAMENTO
test,user,02179-000,testuser-57806650369@test.com,123,(11) 11111-1111,57806650369,FEMALE,APARTAMENTO
test,user,02179-000,testuser-37021152183@test.com,123,(11) 11111-1111,37021152183,MALE,APARTAMENTO
test,user,02179-000,testuser-48553754111@test.com,123,(11) 11111-1111,48553754111,FEMALE,APARTAMENTO
test,user,02179-000,testuser-74377183400@test.com,123,(11) 11111-1111,74377183400,MALE,APARTAMENTO
test,user,02179-000,testuser-07347417236@test.com,123,(11) 11111-1111,7347417236,FEMALE,APARTAMENTO
