test,user,02179-000,testuser-food-15861762503@test.com,123,(11) 11111-1111,15861762503,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-78113482172@test.com,123,(11) 11111-1111,78113482172,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-36510407124@test.com,123,(11) 11111-1111,36510407124,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-15060421716@test.com,123,(11) 11111-1111,15060421716,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-62256437884@test.com,123,(11) 11111-1111,62256437884,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-43834262633@test.com,123,(11) 11111-1111,43834262633,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-12375283309@test.com,123,(11) 11111-1111,12375283309,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-74780511461@test.com,123,(11) 11111-1111,74780511461,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-55358235205@test.com,123,(11) 11111-1111,55358235205,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-20600055744@test.com,123,(11) 11111-1111,20600055744,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-70087561786@test.com,123,(11) 11111-1111,70087561786,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-43230372360@test.com,123,(11) 11111-1111,43230372360,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-88318676360@test.com,123,(11) 11111-1111,88318676360,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-48533684690@test.com,123,(11) 11111-1111,48533684690,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-04522888600@test.com,123,(11) 11111-1111,4522888600,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-68712103500@test.com,123,(11) 11111-1111,68712103500,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-21836202008@test.com,123,(11) 11111-1111,21836202008,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-65015506023@test.com,123,(11) 11111-1111,65015506023,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-31284711005@test.com,123,(11) 11111-1111,31284711005,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-84363014806@test.com,123,(11) 11111-1111,84363014806,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-46408114385@test.com,123,(11) 11111-1111,46408114385,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-81577327276@test.com,123,(11) 11111-1111,81577327276,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-56656532250@test.com,123,(11) 11111-1111,56656532250,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-08772620633@test.com,123,(11) 11111-1111,8772620633,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-62060834546@test.com,123,(11) 11111-1111,62060834546,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-26140148502@test.com,123,(11) 11111-1111,26140148502,FEMALE,APARTAMENTO
test,user,02179-000,testuser-food-78274237013@test.com,123,(11) 11111-1111,78274237013,FEMALE,APARTAMENTO
