test,user,06524-260,testuser-mobile-67143475610@test.com,Passw0rd,(11) 11111-1111,67143475610,FEMALE,APARTAMENTO
test,user,06720-149,testuser-mobile-82628822296@test.com,Passw0rd,(11) 11111-1111,82628822296,FEMALE,APARTAMENTO
test,user,06332-050,testuser-mobile-28368483247@test.com,Passw0rd,(11) 11111-1111,28368483247,FEMALE,APARTAMENTO
test,user,05171-400,testuser-mobile-46707035100@test.com,Passw0rd,(11) 11111-1111,46707035100,FEMALE,APARTAMENTO
test,user,06298-050,testuser-mobile-71382472579@test.com,Passw0rd,(11) 11111-1111,71382472579,FEMALE,APARTAMENTO
test,user,05158-400,testuser-mobile-08023144570@test.com,Passw0rd,(11) 11111-1111,08023144570,FEMALE,APARTAMENTO
test,user,05159-200,testuser-mobile-35462786581@test.com,Passw0rd,(11) 11111-1111,35462786581,FEMALE,APARTAMENTO
test,user,06419-300,testuser-mobile-62011337550@test.com,Passw0rd,(11) 11111-1111,62011337550,FEMALE,APARTAMENTO
test,user,04932-290,testuser-mobile-77687804856@test.com,Passw0rd,(11) 11111-1111,77687804856,FEMALE,APARTAMENTO
test,user,06683-120,testuser-mobile-24136447841@test.com,Passw0rd,(11) 11111-1111,24136447841,FEMALE,APARTAMENTO
test,user,06293-085,testuser-mobile-42675188824@test.com,Passw0rd,(11) 11111-1111,42675188824,FEMALE,APARTAMENTO
test,user,06343-530,testuser-mobile-76361545369@test.com,Passw0rd,(11) 11111-1111,76361545369,FEMALE,APARTAMENTO
test,user,06726-410,testuser-mobile-04701208272@test.com,Passw0rd,(11) 11111-1111,04701208272,FEMALE,APARTAMENTO
test,user,06695-110,testuser-mobile-22340840244@test.com,Passw0rd,(11) 11111-1111,22340840244,FEMALE,APARTAMENTO
test,user,04892-165,testuser-mobile-55035206700@test.com,Passw0rd,(11) 11111-1111,55035206700,FEMALE,APARTAMENTO
test,user,06721-536,testuser-mobile-72474858768@test.com,Passw0rd,(11) 11111-1111,72474858768,FEMALE,APARTAMENTO
test,user,06670-120,testuser-mobile-10014401703@test.com,Passw0rd,(11) 11111-1111,10014401703,FEMALE,APARTAMENTO
test,user,05204-160,testuser-mobile-37644163603@test.com,Passw0rd,(11) 11111-1111,37644163603,FEMALE,APARTAMENTO
test,user,05782-410,testuser-mobile-62148510150@test.com,Passw0rd,(11) 11111-1111,62148510150,FEMALE,APARTAMENTO
test,user,04860-170,testuser-mobile-80670251186@test.com,Passw0rd,(11) 11111-1111,80670251186,FEMALE,APARTAMENTO
test,user,05004-000,testuser-mobile-16328714165@test.com,Passw0rd,(11) 11111-1111,16328714165,FEMALE,APARTAMENTO
test,user,05717-180,testuser-mobile-41703361431@test.com,Passw0rd,(11) 11111-1111,41703361431,FEMALE,APARTAMENTO
test,user,06385-020,testuser-mobile-68443812478@test.com,Passw0rd,(11) 11111-1111,68443812478,FEMALE,APARTAMENTO
test,user,04849-030,testuser-mobile-05083564408@test.com,Passw0rd,(11) 11111-1111,05083564408,FEMALE,APARTAMENTO
test,user,05376-010,testuser-mobile-20467021821@test.com,Passw0rd,(11) 11111-1111,20467021821,FEMALE,APARTAMENTO
test,user,04894-470,testuser-mobile-57117663847@test.com,Passw0rd,(11) 11111-1111,57117663847,FEMALE,APARTAMENTO
test,user,06328-195,testuser-mobile-74656325791@test.com,Passw0rd,(11) 11111-1111,74656325791,FEMALE,APARTAMENTO
test,user,06124-070,testuser-mobile-12286877734@test.com,Passw0rd,(11) 11111-1111,12286877734,FEMALE,APARTAMENTO
test,user,05184-670,testuser-mobile-36772323335@test.com,Passw0rd,(11) 11111-1111,36772323335,FEMALE,APARTAMENTO
test,user,05882-070,testuser-mobile-64321876303@test.com,Passw0rd,(11) 11111-1111,64321876303,FEMALE,APARTAMENTO
test,user,06250-032,testuser-mobile-02850538256@test.com,Passw0rd,(11) 11111-1111,02850538256,FEMALE,APARTAMENTO
test,user,06150-270,testuser-mobile-15456074605@test.com,Passw0rd,(11) 11111-1111,15456074605,FEMALE,APARTAMENTO
test,user,06712-210,testuser-mobile-53075636630@test.com,Passw0rd,(11) 11111-1111,53075636630,FEMALE,APARTAMENTO
test,user,06532-095,testuser-mobile-70524380627@test.com,Passw0rd,(11) 11111-1111,70524380627,FEMALE,APARTAMENTO
test,user,06315-110,testuser-mobile-14110735092@test.com,Passw0rd,(11) 11111-1111,14110735092,FEMALE,APARTAMENTO
test,user,05869-210,testuser-mobile-32650487054@test.com,Passw0rd,(11) 11111-1111,32650487054,FEMALE,APARTAMENTO
test,user,06170-450,testuser-mobile-50208030069@test.com,Passw0rd,(11) 11111-1111,50208030069,FEMALE,APARTAMENTO
test,user,06624-110,testuser-mobile-86838682060@test.com,Passw0rd,(11) 11111-1111,86838682060,FEMALE,APARTAMENTO
test,user,06060-020,testuser-mobile-12324148404@test.com,Passw0rd,(11) 11111-1111,12324148404,FEMALE,APARTAMENTO
test,user,06702-015,testuser-mobile-47864781306@test.com,Passw0rd,(11) 11111-1111,47864781306,FEMALE,APARTAMENTO
test,user,06653-580,testuser-mobile-65513242311@test.com,Passw0rd,(11) 11111-1111,65513242311,FEMALE,APARTAMENTO
test,user,04852-211,testuser-mobile-00087708833@test.com,Passw0rd,(11) 11111-1111,00087708833,FEMALE,APARTAMENTO
test,user,06395-130,testuser-mobile-27538342885@test.com,Passw0rd,(11) 11111-1111,27538342885,FEMALE,APARTAMENTO
test,user,06410-170,testuser-mobile-55267003727@test.com,Passw0rd,(11) 11111-1111,55267003727,FEMALE,APARTAMENTO
test,user,04840-460,testuser-mobile-68372331499@test.com,Passw0rd,(11) 11111-1111,68372331499,FEMALE,APARTAMENTO
test,user,05830-210,testuser-mobile-06812873497@test.com,Passw0rd,(11) 11111-1111,06812873497,FEMALE,APARTAMENTO
test,user,06124-280,testuser-mobile-21306420806@test.com,Passw0rd,(11) 11111-1111,21306420806,FEMALE,APARTAMENTO
test,user,05273-160,testuser-mobile-57047081704@test.com,Passw0rd,(11) 11111-1111,57047081704,FEMALE,APARTAMENTO
test,user,06310-210,testuser-mobile-78477333742@test.com,Passw0rd,(11) 11111-1111,78477333742,FEMALE,APARTAMENTO
test,user,06142-180,testuser-mobile-06127074746@test.com,Passw0rd,(11) 11111-1111,06127074746,FEMALE,APARTAMENTO
test,user,05856-510,testuser-mobile-24666647716@test.com,Passw0rd,(11) 11111-1111,24666647716,FEMALE,APARTAMENTO
test,user,04849-220,testuser-mobile-52133672168@test.com,Passw0rd,(11) 11111-1111,52133672168,FEMALE,APARTAMENTO
test,user,06711-155,testuser-mobile-70573334129@test.com,Passw0rd,(11) 11111-1111,70573334129,FEMALE,APARTAMENTO
