test,user,06700-020,testuser-67406661800@test.com,Passw0rd,(11) 11111-1111,67406661800,MALE,APARTAMENTO
test,user,06700-035,testuser-50753625598@test.com,Passw0rd,(11) 11111-1111,50753625598,FEMALE,APARTAMENTO
test,user,06700-050,testuser-82376532035@test.com,Passw0rd,(11) 11111-1111,82376532035,MALE,APARTAMENTO
test,user,06700-055,testuser-37268408692@test.com,Passw0rd,(11) 11111-1111,37268408692,FEMALE,APARTAMENTO
test,user,06700-057,testuser-38877114088@test.com,Passw0rd,(11) 11111-1111,38877114088,MALE,APARTAMENTO
test,user,06700-060,testuser-27001613193@test.com,Passw0rd,(11) 11111-1111,27001613193,FEMALE,APARTAMENTO
test,user,06700-063,testuser-07043610435@test.com,Passw0rd,(11) 11111-1111,07043610435,MALE,APARTAMENTO
test,user,06700-065,testuser-36182647558@test.com,Passw0rd,(11) 11111-1111,36182647558,FEMALE,APARTAMENTO
test,user,06700-069,testuser-13223485295@test.com,Passw0rd,(11) 11111-1111,13223485295,MALE,APARTAMENTO
test,user,06700-070,testuser-02537230604@test.com,Passw0rd,(11) 11111-1111,02537230604,FEMALE,APARTAMENTO
test,user,06700-075,testuser-18254770190@test.com,Passw0rd,(11) 11111-1111,18254770190,MALE,APARTAMENTO
test,user,06700-080,testuser-18464812442@test.com,Passw0rd,(11) 11111-1111,18464812442,FEMALE,APARTAMENTO
test,user,06700-090,testuser-83332715372@test.com,Passw0rd,(11) 11111-1111,83332715372,MALE,APARTAMENTO
test,user,06700-095,testuser-47722310133@test.com,Passw0rd,(11) 11111-1111,47722310133,FEMALE,APARTAMENTO
test,user,06700-100,testuser-75783011010@test.com,Passw0rd,(11) 11111-1111,75783011010,MALE,APARTAMENTO
test,user,06700-105,testuser-22066061786@test.com,Passw0rd,(11) 11111-1111,22066061786,FEMALE,APARTAMENTO
test,user,06700-110,testuser-12640688677@test.com,Passw0rd,(11) 11111-1111,12640688677,MALE,APARTAMENTO
test,user,06700-115,testuser-23113514274@test.com,Passw0rd,(11) 11111-1111,23113514274,FEMALE,APARTAMENTO
test,user,06700-120,testuser-33823474669@test.com,Passw0rd,(11) 11111-1111,33823474669,MALE,APARTAMENTO
test,user,06700-125,testuser-24188574410@test.com,Passw0rd,(11) 11111-1111,24188574410,FEMALE,APARTAMENTO
test,user,06700-127,testuser-40716150441@test.com,Passw0rd,(11) 11111-1111,40716150441,MALE,APARTAMENTO
test,user,06700-130,testuser-51061500276@test.com,Passw0rd,(11) 11111-1111,51061500276,FEMALE,APARTAMENTO
test,user,06700-133,testuser-54100358288@test.com,Passw0rd,(11) 11111-1111,54100358288,MALE,APARTAMENTO
test,user,06700-137,testuser-51125781149@test.com,Passw0rd,(11) 11111-1111,51125781149,FEMALE,APARTAMENTO
test,user,06700-139,testuser-48631361615@test.com,Passw0rd,(11) 11111-1111,48631361615,MALE,APARTAMENTO
test,user,06700-145,testuser-30055573592@test.com,Passw0rd,(11) 11111-1111,30055573592,FEMALE,APARTAMENTO
test,user,06700-146,testuser-27506546884@test.com,Passw0rd,(11) 11111-1111,27506546884,MALE,APARTAMENTO
test,user,06700-147,testuser-40438521340@test.com,Passw0rd,(11) 11111-1111,40438521340,FEMALE,APARTAMENTO
test,user,06700-148,testuser-06222131808@test.com,Passw0rd,(11) 11111-1111,06222131808,MALE,APARTAMENTO
test,user,06700-149,testuser-53600277200@test.com,Passw0rd,(11) 11111-1111,53600277200,FEMALE,APARTAMENTO
test,user,06700-153,testuser-23254576217@test.com,Passw0rd,(11) 11111-1111,23254576217,MALE,APARTAMENTO
test,user,06700-155,testuser-36154066724@test.com,Passw0rd,(11) 11111-1111,36154066724,FEMALE,APARTAMENTO
test,user,06700-157,testuser-60544238435@test.com,Passw0rd,(11) 11111-1111,60544238435,MALE,APARTAMENTO
test,user,06700-158,testuser-44741075001@test.com,Passw0rd,(11) 11111-1111,44741075001,FEMALE,APARTAMENTO
test,user,06700-159,testuser-28464673159@test.com,Passw0rd,(11) 11111-1111,28464673159,MALE,APARTAMENTO
test,user,06700-160,testuser-62645001866@test.com,Passw0rd,(11) 11111-1111,62645001866,FEMALE,APARTAMENTO
